id,smi,label
pos_1674,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(/O)NCN5CCCC5)C1=O,1
pos_1675,Cn1c2CCC(Cn3ccnc3C)C(=O)c2c4ccccc14,1
pos_1676,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O,1
pos_1677,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,1
pos_1678,CC1=CN([C@H]2C[C@H](F)[C@@H](CO)O2)C(=O)NC1=O,1
pos_1679,C(Cl)Cl,1
pos_1680,C1N(C(CC2CCCCC12)C(NC(C)(C)C)=O)CC(C(Cc1ccccc1)NC(C(NC(c1nc2c(cccc2)cc1)=O)CC(N)=O)=O)O,1
pos_1681,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,1
pos_1682,CCN1N=NN(CCN2CCC(CC2)(COC)N(C(=O)CC)c3ccccc3)C1=O,1
pos_1683,CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,1
pos_1684,CN1C2CCC1CC(C2)OC(=O)[C@H](CO)c3ccccc3,1
pos_1685,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)[S](=O)(=O)NC(=O)NC3CCCCC3,1
pos_1686,Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl,1
pos_1687,CCCC(C)C,1
pos_1688,C[C@H](N)Cc1ccccc1,1
pos_1689,CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12,1
pos_1690,CCC(=O)N(c1ccccc1)C2(CCN(CCc3sccc3)CC2)COC,1
pos_1691,CN(C)C(=O)Cc1n2cc(C)ccc2nc1c3ccc(C)cc3,1
pos_1692,CN1CCN(CC1)C2=C3C=CC=CC3=Nc4ccc(Cl)cc4N2,1
pos_1693,FC(F)(F)c1c(Cl)nc(N2CCNCC2)cc1,1
pos_1694,O.CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4ccccc4)C(=O)C1=O,1
pos_1695,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,1
pos_1696,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,1
pos_1697,c1ccc(C(NCCCOc2cc(CN3CCCCC3)ccc2)=O)cc1,1
pos_1698,CC(C)(C)OC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CS3)C,1
pos_1699,CCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3,1
pos_1700,CCOC(=O)c1cncn1C(C)c2ccccc2,1
pos_1701,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,1
pos_1702,IC1=C(N([H])[H])C=CC(C2=NC3=CC=C(O[H])C=C3S2)=C1,1
pos_1703,CN1[C@H]2CCC[C@@H]1CC(C2)NC(=O)c3nn(C)c4ccccc34,1
pos_1704,C[S](=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,1
pos_1705,c1ccc(cc1)c1csc(n1)N=C(N)N,1
pos_1706,CC(N)COc1c(C)cccc1C,1
pos_1707,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,1
pos_1708,ClC1=CC=C(C2=C1)SC3=C(N2CCCNC)C=CC=C3,1
pos_1709,CN(C)Cc1ccc(c2cccc(NC3C([N+]([O-])=O)=CC=N3)c2)o1,1
pos_1710,Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(O)=O,1
pos_1711,n(ccc1)c(c1)CCN(C)C,1
pos_1712,O=C1N(CCC1)CCCCN2CCN(CC2)c3cc(C(F)(F)F)ccn3,1
pos_1713,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,1
pos_1714,c1(ccccc1)CC,1
pos_1715,c1ccc(cc1N)c1csc(n1)N=C(N)N,1
pos_1716,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,1
pos_1717,c1(c(cc(NC(CCC)=O)cc1)C(C)=O)OCC(CNC(C)C)O,1
pos_1718,ClC1=CC=C(SC(C=CC=C2)=C2N3CCCN)C3=C1,1
pos_1719,CN(C)Cc1ccc(CSCCNC2=C([N+]([O-])=O)C(Cc3ccccc3)=CN2)o1,1
pos_1720,n(ccc1)c(c1)CCNC,1
pos_1722,[Cl-].CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13.[H+],1
pos_1724,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,1
pos_1725,CCC(NC(=O)c1c(c(nc2c1cccc2)c1ccccc1)C)c1ccccc1,1
pos_1726,ClC1=CC=CC(OC2CCN(CCC3CCCN3S(C4=CC(N([H])C=C5)=C5C=C4)(=O)=O)CC2)=C1,1
pos_1727,CN(C)Cc1ccnc(c2cccc(NC3C([N+]([O-])=O)=CC=N3)c2)c1,1
pos_1728,CNCCCC12CCC(c3ccccc13)c4ccccc24,1
pos_1729,N1(Cc2cc(OCCCNc3nccs3)ccc2)CCCCC1,1
pos_1730,[Na+].CO\N=C(C(=O)N[C@@H]1[C@@H]2SCC(=C(N2C1=O)C([O-])=O)COC(C)=O)\c3csc(N)n3,1
pos_1731,C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N,1
pos_1732,C1CCCCC1,1
pos_1733,Cc1csc(n1)N=C(N)N,1
pos_1734,CCCN(CCc1c2c(c(cc1)O)NC(=O)C2)CCC,1
pos_1735,Clc1cc2c(Oc3ccccc3C3CN(CC32)C)cc1,1
pos_1736,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)COC(N)=O)/c3occc3,1
pos_1737,N1(Cc2cc(OCCCNc3oc4ccccc4n3)ccc2)CCCCC1,1
pos_1738,OC12c3c(Oc4c(C)cccc4C2CN(CC1)C)cccc3,1
pos_1739,[O-][N+](C1=CC=NC1NCCSCc2ccccn2)=O,1
pos_1740,c12c(nc([nH]1)NC(OC)=O)cc(SCCC)cc2,1
pos_1741,Cc1ncc(n1CC(O)CCl)[N+]([O-])=O,1
pos_1742,CCCN(CCc1c2c(ccc1)NC(=O)C2)CCC,1
pos_1743,Clc1cc2c(Oc3ccccc3C3CNCC32)cc1,1
pos_1744,CN(CCC=C1c2ccccc2CCc2ccccc12)C,1
pos_1745,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(O)=O)CSC3=NC(=O)C(=O)NN3C)/c4csc(N)n4,1
pos_1746,N1(Cc2cccc(OCCCNc3ccccn3)c2)CCCCC1,1
pos_1747,OC12c3c(Oc4c(C)cccc4C2CNCC1)cccc3,1
pos_1748,[O-][N+](C1=CC=NC1NCCSCc2ncccc2Br)=O,1
pos_1749,c12c3c(C(NC(C)=O)CCc2cc(c(c1OC)OC)OC)cc(=O)c(cc3)OC,1
pos_1750,C1CCN(CC1)Cc1cc(OCCCO)ccc1,1
pos_1751,Cc1ncsc1CCCl,1
pos_1752,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(C)=O,1
pos_1753,ClCC(F)(F)F,1
pos_1754,CN1C(=O)c2c(cccc2Cl)n2cnc(c2C1)c1noc(n1)C(C)C,1
pos_1755,CO[C@]1(NC(=O)Cc2sccc2)[C@H]3SCC(=C(N3C1=O)C(O)=O)COC(N)=O,1
pos_1756,NC(CC=C)c1ccccc1c2noc3c2cccc3,1
pos_1757,OC1C(N2CCC1)=NC(C)=C(CCN3CCC(CC3)c4c5ccc(F)cc5on4)C2=O,1
pos_1758,CC(=O)Nc1ccc(O)cc1,1
pos_1759,OC(=O)CCC(O)=O.FC(F)(F)c1ccc2Sc3ccccc3N(CCCN4CCN(CCC5OCCCO5)CC4)c2c1,1
pos_1760,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,1
pos_1761,O=C1Nc2ccccc2N1C3CCN(CCOc4ccccc4)CC3,1
pos_1762,COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,1
pos_1763,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35,1
pos_1764,CN1CCCC(C1)CN2c3ccccc3Sc4ccccc24,1
pos_1765,NC1=NC(=O)C(O1)c2ccccc2,1
pos_1766,C[C@@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC=C(C)C,1
pos_1767,CCc1cc(ccn1)C(N)=S,1
pos_1768,NC(N)=Nc1scc(CSCCC(N)=N[S](N)(=O)=O)n1,1
pos_1769,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,1
pos_1770,[Na+].[Na+].[Na+].[O-]C(=O)[P]([O-])([O-])=O,1
pos_1771,NCC1(CCCCC1)CC(O)=O,1
pos_1772,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34,1
pos_1773,CN1CCN(CC1)C2=Nc3ccccc3Cc4ccccc24,1
pos_1774,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,1
pos_1775,CCOC(=O)C1(CCN(C)CC1)c2ccccc2,1
pos_1776,C1CCN(CC1)C2(CCCCC2)c3ccccc3,1
pos_1777,NNCCc1ccccc1.O[S](O)(=O)=O,1
pos_1778,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,1
pos_1779,NC(=O)OCCCc1ccccc1,1
pos_1780,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,1
pos_1781,OC[C@H]1O[C@H](C[C@@H]1O)n2cnc3[C@H](O)CN=CNc23,1
pos_1782,OCC[C@@H]1CCN(CC\C=C2/c3ccc(F)cc3Sc4ccc(cc24)C(F)(F)F)CC1,1
pos_1783,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5,1
pos_1784,OCCN1CCN(CC\C=C/2c3ccccc3COc4ccc(Cl)cc24)CC1,1
pos_1785,NC(=O)C1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)N3CCCCC3,1
pos_1786,Clc1ccc2N(CC3CC3)C(=O)CN=C(c4ccccc4)c2c1,1
pos_1787,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1
pos_1788,CCC1(C(=O)NCNC1=O)c2ccccc2,1
pos_1789,CCN(CC)CCOC(=O)c1ccc(N)cc1,1
pos_1790,OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3,1
pos_1791,CN(C)CCCN1c2ccccc2Sc3ccccc13,1
pos_1792,CC(C)NCC(O)COc1cccc2[nH]ccc12,1
pos_1793,CO[C@@H]([C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]6C[C@@H](O[C@H]7C[C@@H](O[C@H]8C[C@](C)(O)[C@H](O)[C@@H](C)O8)[C@H](O)[C@@H](C)O7)[C@H](O)[C@@H](C)O6)C(=O)[C@@H](O)[C@@H](C)O,1
pos_1794,O=C1CN(CC2N1CCc3ccccc23)C(=O)C4CCCCC4,1
pos_1795,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1
pos_1796,NC1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(O)=O)C(=O)c4cc3F)c5ccc(F)cc5F,1
pos_1797,NC(N)=O,1
pos_1798,CC(CN1c2ccccc2Sc3ccccc13)N(C)C,1
pos_1799,CCC(=O)c1ccc2Sc3ccccc3N(CC(C)N(C)C)c2c1,1
pos_1800,CC(C)c1cccc(C(C)C)c1O,1
pos_1801,CNCCCC1c2ccccc2C=Cc3ccccc13,1
pos_1802,O=C1C=CNN=C1,1
pos_1803,Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23,1
pos_1804,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)\C=C\c6cc(OC)c(OC)c(OC)c6,1
pos_1805,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,1
pos_1806,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,1
pos_1807,[H+].[Cl-].Clc1ccc2Sc3ccccc3N(CCCN4CCC5(CC4)NC(=O)CS5)c2c1,1
pos_1808,c12[C@]34[C@@]56[C@H]([N@@](CC7CC7)CC4)Cc2ccc(c1O[C@H]3[C@](OC)([C@H](C5)[C@](C(C)(C)C)(C)O)CC6)O,1
pos_1809,Nc1c2CCCCc2nc3ccccc13,1
pos_1810,CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,1
pos_1811,COc1cc2CCN3CC(CC(C)C)C(=O)CC3c2cc1OC,1
pos_1812,CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1,1
pos_1813,COC1=CC=C2[C@H]3Cc4ccc(OC)c5O[C@@H]1[C@]2(CCN3C)c45,1
pos_1814,CCSc1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1,1
pos_1815,CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1,1
pos_1816,CN1CCN(CC/C=C/2c3ccccc3Sc4ccc(cc24)[S](=O)(=O)N(C)C)CC1,1
pos_1817,[Cl-].N[C@@H]1C[C@H]1c2ccccc2.[H+],1
pos_1818,Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,1
pos_1819,C[S](=O)(=O)OCCCCO[S](C)(=O)=O,1
pos_1820,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1
pos_1821,O.COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,1
pos_1822,Nc1nc(Cl)nc2n(cnc12)[C@H]3C[C@H](O)[C@@H](CO)O3,1
pos_1823,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3cccc(c3)C(F)(F)F,1
pos_1824,CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F,1
pos_1825,CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,1
pos_1826,OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,1
pos_1827,COc1cc(cc(OC)c1OC)C(=O)N2CCOCC2,1
pos_1828,CC(CN(C)C)CN1c2ccccc2CCc3ccccc13,1
pos_1829,CCCCNC(=O)OCC(C)(CCC)COC(N)=O,1
pos_1830,OCC1OC(C(O)C1O)N2C=CC(=O)NC2=O,1
pos_1831,CCCC(CCC)C(O)=O,1
pos_1832,CN(C)C/C=C(/c1ccc(Br)cc1)c2cccnc2,1
pos_1833,NC1CONC1=O,1
pos_1834,NC(=O)NO,1
pos_1835,CCCN(CCC)CCc1ccc(c2c1CC(N2)=C)O,1
pos_1836,c1(c2c(cc(F)cc2)on1)C1CCN(CCc2c(n3c([C@@H](CCC3)O)nc2C)=O)CC1,1
pos_1837,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,1
pos_1838,ClCCNC(=O)N(CCCl)N=O,1
pos_1839,CC(C(O)=O)c1cccc(c1)C(=O)c2ccccc2,1
pos_1840,Clc1cccc(Cl)c1NC2=NCCN2,1
pos_1841,COCCc1ccc(OCC(O)CNC(C)C)cc1,1
pos_1842,Cc1ncc(n1CCO)[N+]([O-])=O,1
pos_1843,C1[C@@H]2[C@](C(=C3C(c4c(ccc(c4C[C@@H]13)N(C)C)O)=O)O)(C(C(C(N)=O)=C([C@H]2N(C)C)O)=O)O,1
pos_1844,Clc1ccc(cc1)C(=O)NCCN2CCOCC2,1
pos_1845,NC(=O)c1cnccn1,1
pos_1846,[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1,1
pos_1847,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,1
pos_1848,CC(C)c1onc(n1)c2ncn3c2CN(C)C(=O)c4c(Cl)cccc34,1
pos_1849,CN1CCN2C(C1)c3ccccc3Cc4ccccc24,1
pos_1850,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,1
pos_1851,FCOC(C(F)(F)F)C(F)(F)F,1
pos_1852,CC(C)NCC(O)c1ccc(N[S](C)(=O)=O)cc1,1
pos_1853,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,1
pos_1854,Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,1
pos_1855,Cc1noc(N[S](=O)(=O)c2ccc(N)cc2)c1C,1
pos_1856,CN1CCN2C(C1)c3ccccc3Cc4cccnc24,1
pos_1857,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,1
pos_1858,C1NCCN(C1)c1ccc(c(n1)Cl)C(F)(F)F,1
pos_1859,c1c2c(cc(c1)Cl)[C@@H]1[C@H](c3ccccc3O2)CNC1,1
pos_1860,c1c2c(ccc1)[C@@]1([C@@H](c3cccc(c3O2)C)CNCC1)O,1
pos_1861,c1ccc(c(c1)[C@H](CC=C)N)c1c2c(on1)cccc2,1
pos_1862,c1c2c(ccc1)[C@@]1([C@@H](c3cccc(c3O2)C)C[N@](CC1)C)O,1
pos_1863,c1c2c(cc(c1)Cl)[C@@H]1[C@H](c3ccccc3O2)CN(C1)C,1
pos_1864,Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,1
pos_1865,CC/C(c1ccccc1)=C(c2ccccc2)/c3ccc(OCCN(C)C)cc3,1
pos_1866,[Na+].[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C([O-])=O)c3cscc3)C(=O)N2[C@H]1C([O-])=O,1
pos_1867,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O,1
pos_1868,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,1
pos_1869,N[S](=O)(=O)Cc1noc2ccccc12,1
pos_1870,[Ca++].NC1=NC(=O)C2=C(NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N2C=O)N1,1
pos_1871,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,1
pos_1872,CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4ccccc4)cc23,1
pos_1873,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13,1
pos_1874,CC(C)(O/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)C[n+]3ccccc3)/c4csc(N)n4)C(O)=O,1
pos_1875,NC1=C(F)C=NC(=O)N1,1
pos_1876,ClCCN(N=O)C(=O)NC1CCCCC1,1
pos_1877,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(OC5C(O)C4O)c6sccc6)c7cc8OCOc8cc27,1
pos_1878,S=[P](N1CC1)(N2CC2)N3CC3,1
pos_1879,CN=C(NCCSCc1csc(N=C(N)N)n1)NC#N,1
pos_1880,OC(=O)\C=C/C(O)=O.OC(=O)\C=C/C(O)=O.C1CCN(CC1)Cc2cccc(OCCCNc3sc4ccccc4n3)c2,1
pos_1881,OCc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,1
pos_1882,CC(Cl)(Cl)Cl,1
pos_1883,C(CCl)(F)(F)F,1
pos_1884,CC(C)CO,1
pos_1885,CCC(C)(C)C,1
pos_1886,Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,1
pos_1888,S=C(NC1CCCCC1)N2CCC(CC2)c3[nH]cnc3,1
pos_1889,CCCC(C)CC,1
pos_1890,CCC(C)CC,1
pos_1891,Cc1ncc2C(O)N=C(c3ccccc3F)c4cc(Cl)ccc4n12,1
pos_1892,CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O,1
pos_1893,CC(C)(C)OC(=O)c1ncn2c3cccc(Br)c3C(=O)N4CCC[C@H]4c12,1
pos_1894,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Br)cc3,1
pos_1895,OC(C1CCCCN1)c2cc(nc3c2cccc3C(F)(F)F)C(F)(F)F,1
pos_1896,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,1
pos_1897,CN1C(CNC(=O)c2cscc2)CN=C(c3ccccc3F)c4ccccc14,1
pos_1898,c1(cc(c(cc1)Cl)Cl)CC(N1CCCC[C@H]1CN1CCCC1)=O,1
pos_1899,c1(cc(c(cc1)Cl)Cl)CC(N1[C@@H](c2c(CC1)cccc2)CN1CCCC1)=O,1
pos_1900,c1(ccc(cc1)C(F)(F)F)CC(N1[C@@H](CCCC1)CN1CCCC1)=O,1
pos_1901,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)scc2)CN1CCCC1)=O,1
pos_1902,CCC(C)=O,1
pos_1903,C1CC1,1
pos_1904,N1(c2c(CCc3c1cccc3)cccc2)CCCN,1
pos_1905,ClCCl,1
pos_1906,CCOCC,1
pos_1907,C=COC=C,1
pos_1908,FC(F)OC(F)(F)C(F)Cl,1
pos_1909,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](CN2CCCC2)CC(CC1)(C)C)=O,1
pos_1910,CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(C)=O,1
pos_1911,CC(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(CCO)CC4)c2c1,1
pos_1912,CC(=O)Nc1sc(nn1)[S](N)(=O)=O,1
pos_1913,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,1
pos_1914,[Cl-].NC12CC3CC(CC(C3)C1)C2.[H+],1
pos_1915,CN(C)CCC=C1c2ccccc2CCc3ccccc13,1
pos_1916,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1
pos_1917,CC(N)Cc1ccccc1,1
pos_1918,CCO,1
pos_1919,CCc1ccccc1,1
pos_1920,CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,1
pos_1921,CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)[N+]([O-])=O,1
pos_1922,FC(F)(F)COC=C,1
pos_1923,FC(F)(F)C(Cl)Br,1
pos_1924,CCCCCCC,1
pos_1925,CCCCCC,1
pos_1926,CN1C=CC(=O)C(=C1C)O,1
pos_1927,CCN1C=CC(=O)C(=C1C)O,1
pos_1928,CCCCN1C=CC(=O)C(=C1C)O,1
pos_1929,CCCCCN1C=CC(=O)C(=C1C)O,1
pos_1930,c1cn(CCCCC)c(C)c(O)c1=O,1
pos_1931,CCN1C=CC(=O)C(=C1CC)O,1
pos_1932,CN1N(C(=O)C=C1C)c2ccccc2,1
pos_1933,CN1CCc2cccc3c2[C@H]1Cc4ccc(O)c(O)c34,1
pos_1934,COC(=O)C1=CCCN(C)C1,1
pos_1935,Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ccccn3,1
pos_1936,[H+].[Cl-].CCN(CC)CCOC(=O)C(O)(c1ccccc1)c2ccccc2,1
pos_1937,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)N3C(=O)Nc4ccccc34,1
pos_1938,CCOC(=O)c1ccc(N)cc1,1
pos_1939,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,1
pos_1940,CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccccc4.O[S](O)(=O)=O,1
pos_1941,OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4,1
pos_1942,CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2,1
pos_1943,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)Cc5cccnc5,1
pos_1944,FC(F)OC(Cl)C(F)(F)F,1
pos_1945,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,1
pos_1946,COC(F)(F)C(Cl)Cl,1
pos_1947,CC1CCCC1,1
pos_1948,N1(c2c(Sc3c1cccc3)ccc(c2)Cl)CCCNC,1
pos_1949,N1(c2c(Sc3c1cccc3)ccc(c2)Cl)CCCN,1
pos_1950,CN(C)CCOC(C)(c1ccccc1)c2ccccn2,1
pos_1951,c1(cc(c(cc1)Cl)Cl)CC(N1[C@@H](CN2CCCC2)CN(CC1)C(=O)C)=O,1
pos_1952,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)occ2)CN1CCCC1)=O,1
pos_1953,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN(CC1)C(=O)OC)CN1CCCC1)=O,1
pos_1954,Brc1ccc2NC(=O)CN=C(c3ccccn3)c2c1,1
pos_1955,CC(C)(C)c1ccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)cc1,1
pos_1956,CN(C)CCc1c[nH]c2ccc(O)cc12,1
pos_1957,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1
pos_1958,OCCOC(=O)NCc1ccccc1,1
pos_1959,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,1
pos_1960,CCCCCc1cc(O)c(C2C=C(C)CC[C@H]2C(C)=C)c(O)c1,1
pos_1961,CCC(C)C(CC)C(=O)NC(N)=O,1
pos_1962,NC(=O)N1c2ccccc2C=Cc3ccccc13,1
pos_1963,CSc1ccc2Sc3ccccc3N(CCC4CCCNC4)c2c1,1
pos_1964,C1N(CCN(C1)c1cc(ccn1)C(F)(F)F)CCCCN1C(CCC1)=O,1
pos_1965,Cn1cnc2NC(=O)N(C)C(=O)c12,1
pos_1966,CCCCC,1
pos_1967,CCCO,1
pos_1968,CC(C)=O,1
pos_1969,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN(CC1)C(=O)OCC)CN1CCCC1)=O,1
pos_1970,c1(CC(N2[C@H](CN(CC2)C(=O)OCCC)CN2CCCC2)=O)cc(c(cc1)Cl)Cl,1
pos_1971,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)occ2)C[N@@]1C[C@@H](CC1)O)=O,1
pos_1972,CCC(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(CCO)CC4)c2c1,1
pos_1973,CCCCNc1c(cnc2n(CC)ncc12)C(=O)OCC,1
pos_1974,NN1C=Nc2cc3ccccc3cc2C1=O,1
pos_1975,OC(O)C(Cl)(Cl)Cl,1
pos_1976,CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,1
pos_1977,CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,1
pos_1978,CN(C)CC\C=C/1c2ccccc2Sc3ccc(Cl)cc13,1
